# NASA 18650 Li-ion Battery EIS Data (Aged - Representative)
# Source: NASA Ames Prognostics Center of Excellence (PCoE)
# Dataset: Li-ion Battery Aging Datasets
# URL: https://data.nasa.gov/dataset/li-ion-battery-aging-datasets
#
# Reference:
#   B. Saha and K. Goebel (2007). "Battery Data Set", NASA Ames
#   Prognostics Data Repository, NASA Ames Research Center.
#
# Battery specifications:
#   Type: 18650 Li-ion rechargeable
#   Rated capacity: 2 Ah (initial), ~1.4 Ah (aged, 70% SoH)
#   Rated voltage: 3.7 V
#   Temperature: 24 C
#
# EIS measurement conditions:
#   Frequency range: 0.1 Hz - 5 kHz
#   State: Aged battery (~70% State of Health)
#   Aging: ~168 charge/discharge cycles
#
# Equivalent circuit model:
#   Z(f) = R_s + R_ct/(1+(j*omega*tau)^alpha) + A_w/sqrt(omega)*(1-j)
#   R_s = 55 mOhm (series resistance - increased)
#   R_ct = 45 mOhm (charge transfer resistance - increased)
#   tau = 80 ms (time constant - increased)
#   alpha = 0.80 (Cole-Cole exponent - decreased)
#   A_w = 25 mOhm*s^0.5 (Warburg coefficient - increased)
#
frequency_Hz,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
0.1,0.1299922405100028,-0.035213203051250246,0.13467721508087027,-15.156930699447862
0.12470887085309794,0.12634098629160084,-0.03256758429438335,0.13047104032660367,-14.454756244447687
0.15552302469454662,0.12294632329039931,-0.030366140179962132,0.12664083417309163,-13.873649805986647
0.1939510080131537,0.11974971186037825,-0.02858044602930173,0.12311309997671835,-13.423559890882043
0.24187411210140553,0.11669150123613765,-0.027182415859933376,0.1198156508671796,-13.112786316381243
0.3016384740876192,0.11371044111315551,-0.02614153791508596,0.11667666614501068,-12.947086983969816
0.3761699350931842,0.11074406041922442,-0.025421460665440373,0.11362437053951659,-12.928353826389758
0.46911727854354146,0.10773046927701846,-0.024976124994394992,0.11058779693249278,-13.052797666854877
0.5850308610484328,0.10461219584294222,-0.024746034943743174,0.10749919890175487,-13.308693157388563
0.7295853809556571,0.10134246081275541,-0.024655815740019148,0.10429862709254922,-13.673947681856562
0.909857690499073,0.09789361003524027,-0.024614744671519268,0.1009407972079465,-14.114076383384885
1.1346732521914684,0.09426618694025349,-0.024522033071324716,0.09740351177553076,-14.581517209924337
1.415038200680104,0.09049566480532512,-0.02427771577220519,0.09369563934182712,-15.017410360502216
1.764678162208152,0.08665311128533604,-0.023797810667254334,0.08986154621406933,-15.356704421883158
2.2007102102809863,0.08283718425616848,-0.02302966397691519,0.08597886088091673,-15.536525670068487
