# NASA 18650 Li-ion Battery EIS Data
# Source: NASA Ames Prognostics Center of Excellence (PCoE)
# Dataset: Li-ion Battery Aging Datasets
# URL: https://data.nasa.gov/dataset/li-ion-battery-aging-datasets
# REAL MEASUREMENT DATA - Extracted from NASA .mat files
#
# Reference:
#   B. Saha and K. Goebel (2007). "Battery Data Set", NASA Ames
#   Prognostics Data Repository, NASA Ames Research Center.
#
# Battery: B0005
# Cycle: 40 (fresh battery)
# Type: 18650 Li-ion, 2 Ah rated, 3.7 V
# Temperature: 24 C (room temperature)
#
# Extracted parameters:
#   Re (series resistance): 44.67 mOhm
#   Rct (charge transfer resistance): 69.46 mOhm
#
# EIS measurement conditions:
#   Frequency range: 0.1 Hz - 5 kHz
#   Valid points: 47
#
frequency_Hz,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
0.1,0.13008840651776496,-0.19711481029612374,0.23617206005031188,-56.57668072996894
0.1265177680741505,0.058770560504133235,0.03330656583655633,0.06755224725939801,29.541179205650703
0.1600674563846453,0.0058135116366746726,-0.060546548141956195,0.060825006448466334,-84.51543155525596
0.20251377323091754,0.12608106668700975,-0.09044390544679616,0.1551661542005962,-35.65366128172516
0.25621590593450333,0.2210551920556118,-0.004125781015240486,0.22109369055612857,-1.0692460756794977
0.32415864563929847,0.24487368984957383,0.09777460899986783,0.2636721413908233,21.766128791558817
0.41011828348223495,0.23511369186962613,0.16534777642566043,0.2874340537818644,35.11746754275299
0.518872498725741,0.2237034830463142,0.19445631937776975,0.2964059858926634,40.99910255823992
0.6564659045383825,0.22135400804728403,0.1936943606900116,0.294134496857661,41.18733303941409
0.8305460105897449,0.22588618131676197,0.17166248740583331,0.2837121366671277,37.23306367221649
1.0507882754270428,0.23080785398562903,0.13581757949465978,0.26780343605196644,30.474443290618503
1.3294338732551516,0.23048306934158666,0.09335292950733667,0.24867089636851433,22.04950354010968
1.6819700644641482,0.22243363411318076,0.05098004955236859,0.2282009794833456,12.908797541183603
2.1279909852353907,0.20746618828670563,0.01388186694506969,0.20793009765807213,3.828038552824314
2.692286699338941,0.18846706014956466,-0.015095042945706237,0.18907060343414664,-4.5792613640083495
3.4062210421608428,0.16886029616618473,-0.03542796444892727,0.1725367795176613,-11.849152682890159
4.3094748382139665,0.151483626952876,-0.04821239603431546,0.1589708286641539,-17.654609748449605
5.452251381025419,0.13813663408098975,-0.05523083460099729,0.14876886356340824,-21.792892112877585
6.898066757065406,0.12964609138324965,-0.05819158947514971,0.14210689672425567,-24.172905872445522
8.727280101304084,0.126148349227185,-0.05829557382329723,0.13896683035937507,-24.80256500401302
11.041559997749387,0.12735138847177466,-0.05610535006743169,0.13916244627009802,-23.77615270155026
13.969535269720744,0.1326751453222899,-0.05162568852241524,0.14236539573121054,-21.261682712644223
17.673944233581942,0.1412843498723241,-0.04451496093482339,0.14813118937574946,-17.48826067501357
22.360679774997894,0.1520903702331764,-0.03436834660280317,0.1559251870798143,-12.73344545302511
28.29023297753531,0.1638060775994828,-0.02101487590847917,0.16514858784735809,-7.310610474207799
35.792171346154966,0.175099804688262,-0.004757344345149268,0.1751644196949992,-1.5563050657623947
45.28345633243088,0.18483000323543242,0.013515935186816253,0.18532352953681888,4.18238420892245
57.29161825862411,0.19228232063123876,0.032385687556419566,0.1949905730691526,9.56047221375541
72.48407671437371,0.19730834000585465,0.05010155446231224,0.20357000465541572,14.247713903431997
91.70523606818064,0.2002945062951636,0.06485261808182359,0.21053206721088882,17.94124298691378
116.02341788059299,0.20195543444054975,0.07501913973966241,0.21543878208751133,20.37821059092472
146.79023874587108,0.2030136897788318,0.07934945527253931,0.2179699389587116,21.348423923428957
185.71573381199295,0.20386977783240773,0.07706437338910065,0.21794908570418461,20.70698493712511
234.9634013814639,0.20437447292154437,0.06793455842593878,0.21536951829468895,18.386928992922854
297.2704512189358,0.20379869137317705,0.05237159255086688,0.21042027067688487,14.411863523435468
376.0999400261539,0.20105705974120325,0.0315156385083703,0.20351210465809655,8.908606696466506
475.8332498493084,0.19516984464478415,0.007224179676040203,0.19530349979112224,2.119826078497051
602.013607464041,0.1858407675559442,-0.01816723471027668,0.18672664325907207,-5.583322701832102
761.6541796661821,0.1739287942388404,-0.04236247146746913,0.1790134197601091,-13.688557290243358
963.6278685571338,0.16160027379218425,-0.06375324942303996,0.17372140139230186,-21.52982994330961
1219.1604718389942,0.1521472915681034,-0.08183619697166457,0.17275983753840055,-28.274688864985364
1542.4546182129773,0.14978162911218032,-0.09694124959115127,0.17841564475065697,-32.91163954313405
1951.4791565197181,0.15986915567720617,-0.1088000188704146,0.19337939663559134,-34.23750608600634
2468.967873261005,0.18954527138914612,-0.11319259279656807,0.22077131373888847,-30.844792558779165
3123.683047717644,0.24644075806604102,-0.09513827068316949,0.26416725342999836,-21.1090443200758
3952.0140736829644,0.3271214212655085,-0.01815267638318875,0.32762469978717884,-3.176209358464444
4999.999999999999,0.37660662078606744,0.17601483148250788,0.4157087534821903,25.050000371037626
