# NASA 18650 Li-ion Battery EIS Data (Representative)
# Source: NASA Ames Prognostics Center of Excellence (PCoE)
# Dataset: Li-ion Battery Aging Datasets
# URL: https://data.nasa.gov/dataset/li-ion-battery-aging-datasets
#
# Reference:
#   B. Saha and K. Goebel (2007). "Battery Data Set", NASA Ames
#   Prognostics Data Repository, NASA Ames Research Center.
#
# Battery specifications:
#   Type: 18650 Li-ion rechargeable
#   Rated capacity: 2 Ah
#   Rated voltage: 3.7 V
#   Temperature: 24 C
#
# EIS measurement conditions:
#   Frequency range: 0.1 Hz - 5 kHz
#   State: Fresh battery (beginning of life)
#
# Equivalent circuit model:
#   Z(f) = R_s + R_ct/(1+(j*omega*tau)^alpha) + A_w/sqrt(omega)*(1-j)
#   R_s = 35 mOhm (series resistance)
#   R_ct = 25 mOhm (charge transfer resistance)
#   tau = 50 ms (time constant)
#   alpha = 0.85 (Cole-Cole exponent)
#   A_w = 15 mOhm*s^0.5 (Warburg coefficient)
#
frequency_Hz,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
0.1,0.07855579633842706,-0.02017258540366489,0.08110453957845136,-14.401974093558222
0.12470887085309794,0.07648776019765668,-0.01844314150403283,0.07867990168138247,-13.556686364668668
0.15552302469454662,0.07460195815677557,-0.01696720753358883,0.07650711269099866,-12.81318782923576
0.1939510080131537,0.07286935292902644,-0.01573049520766353,0.07454791127706623,-12.18165781589224
0.24187411210140553,0.07126083667830975,-0.01472129021402592,0.07276553600199968,-11.672150230383012
0.3016384740876192,0.06974636561968768,-0.013929676838984925,0.07112377530751376,-11.29445268943713
0.3761699350931842,0.068294079381745,-0.013346404383744785,0.0695859740793684,-11.057693229822073
0.46911727854354146,0.0668695355401214,-0.012961239116553221,0.06811408446707647,-10.969545934236132
0.5850308610484328,0.06543532146055595,-0.012760653232714737,0.0666679500627692,-11.0348547674987
0.7295853809556571,0.06395149082166009,-0.012724796748879375,0.06520516567430196,-11.253494071157078
0.909857690499073,0.062377468621060375,-0.012823959931652418,0.06368204252299073,-11.617366357461398
1.1346732521914684,0.06067614029118729,-0.013015240096205544,0.06205634919488672,-12.106682984814524
1.415038200680104,0.05882052295502213,-0.013240848528625586,0.06029240408592356,-12.686160253098402
1.764678162208152,0.05680239746042763,-0.013430112378030755,0.058368487009163854,-13.302478612622872
2.2007102102809863,0.05464053916528587,-0.013507016144036184,0.05628523789936747,-13.885029383277633
2.7444808539902557,0.05238452845285664,-0.013403281637051003,0.054072051744595895,-14.351989105234523
